# m	b	logf
-1.085661563540286201e+00	4.787432597283017621e+00	-6.673131956574819279e-01
-9.457421282273348329e-01	4.199782267860435958e+00	-3.655329347145057639e-01
-1.148625859179323694e+00	5.122057041420555734e+00	-5.553516293615670119e-01
-1.038682510666030456e+00	4.631397106974400657e+00	-4.406833282872530955e-01
-9.477233028151644811e-01	4.207855395317736225e+00	-3.786042085101127830e-01
-8.592477898806022418e-01	3.816344438278780338e+00	-1.733553284234067016e-01
-1.043045588540863156e+00	4.711518126453253963e+00	-6.252069573109853007e-01
-1.151305984586235454e+00	5.051740315021714167e+00	-4.960317985462463497e-01
-9.365063398225477176e-01	4.165251751577745409e+00	-5.317739550898514800e-01
-1.136191134439462846e+00	5.156643533198422169e+00	-3.512578044507856934e-01
-1.059841580127309779e+00	4.891560482622905326e+00	-7.926307872421736178e-01
-1.034524308271604243e+00	4.553973104456171761e+00	-4.887375138470860803e-01
-8.913224848318521687e-01	4.055801875380780075e+00	-4.026035351988503375e-01
-9.456040562835275054e-01	4.204580046051451525e+00	-4.386149031173167678e-01
-9.579115089618404077e-01	4.289143997402906194e+00	-5.068311147909769776e-01
-1.076614588206192158e+00	4.927087446192320641e+00	-3.964254144608213570e-01
-1.028854824244838317e+00	4.637015319418453352e+00	-3.338908005591364470e-01
-1.035890566809159363e+00	4.538065132076728680e+00	-4.955564040068903831e-01
-9.178772765726384009e-01	3.971439104800384534e+00	-2.855393777207745343e-01
-1.003740436066881347e+00	4.551610380873241546e+00	-5.028399604025869385e-01
-1.044561567507157118e+00	4.614280101680995116e+00	-2.951248100642582806e-01
-9.271077499501901853e-01	4.159567311240273568e+00	-4.684262914374660580e-01
-1.043640537170180238e+00	4.594564084408308879e+00	-6.861815312238797038e-01
-1.095393503733976370e+00	4.760982171740709035e+00	-2.971694136945651765e-01
-9.299483408489110925e-01	4.213225307510543693e+00	-3.827418910285309561e-01
-9.496196441545660116e-01	4.253367716817682442e+00	-6.983124901881259117e-01
-1.126663926754259526e+00	4.921281943822552130e+00	-6.896933435588310513e-01
-9.229390323960762199e-01	4.134708236316739338e+00	-4.515088187391705365e-01
-1.054709091517467945e+00	4.730394951584716345e+00	-5.049517577508462196e-01
-9.084032533202686110e-01	4.091376293525526009e+00	-2.738450325698281729e-01
-9.576924818554516383e-01	4.330800148378829206e+00	-4.985280396915539591e-01
-8.585582478298349196e-01	3.715592886980616072e+00	-2.542156266834675327e-01
-9.402023543405993999e-01	4.115859974984708458e+00	-6.547338410972273204e-01
-1.175275408714510084e+00	5.094958111713806304e+00	-6.769403334737180700e-01
-9.576124738530431557e-01	4.197811334660127791e+00	-2.740958543991012242e-01
-8.475942374766973764e-01	3.765817518087845261e+00	-6.059484217322286259e-01
-9.511122570293186751e-01	4.307801286064838919e+00	-2.659467285739960385e-01
-9.259736817305652679e-01	4.020635401198581427e+00	-3.363382032436469382e-01
-9.652353150141083082e-01	4.306941319646535149e+00	-6.532799823438144582e-01
-1.011293741787052225e+00	4.502691483408739259e+00	-6.420200478084024942e-01
-1.056407501690490802e+00	4.672552661015819453e+00	-5.612640836827722524e-01
-1.256796235777758008e+00	5.701262068494054702e+00	-4.337523001466508932e-01
-1.134617277290260517e+00	5.119388172876710996e+00	-7.894474172342034191e-01
-1.038087392319131608e+00	4.587620234468779756e+00	-4.138075916110496855e-01
-9.572397272896794318e-01	4.292013025677019478e+00	-5.794618872520607145e-01
-1.016040632672382760e+00	4.571536726383665261e+00	-4.132292930713735712e-01
-9.800174852912810763e-01	4.433079589822725097e+00	-4.548324287083509443e-01
-9.957759250702679088e-01	4.350858858222837355e+00	-1.971349353026135010e-01
-1.001616699561902690e+00	4.590768511756007975e+00	-4.054769170601941197e-01
-1.034220361154142731e+00	4.595920446477718357e+00	-4.964418297046662154e-01
-9.105437816880215252e-01	3.933008927125392074e+00	-3.411041173566267681e-01
-1.012053496582989487e+00	4.561702501271147625e+00	-6.087614625358941378e-01
-1.020976541802864235e+00	4.565083424842848459e+00	-4.492549143217404173e-01
-8.337354363263123069e-01	3.778346082322534105e+00	-2.382657304455003122e-01
-1.147389013450778039e+00	5.232304979335466122e+00	-5.658070100596588325e-01
-1.008672639849865105e+00	4.413068181396673673e+00	-3.869969353981844717e-01
-1.066087226224894158e+00	4.623177108234371779e+00	-6.136615115115887642e-01
-1.025788366694828202e+00	4.681171702982447336e+00	-4.245541413039694567e-01
-9.747985692335539021e-01	4.330507078422256129e+00	-3.784623145635628294e-01
-8.340368197514447246e-01	3.773430478889309825e+00	-4.032618446960088421e-01
-1.169784512900744922e+00	5.280070535915962537e+00	-7.263708854897124034e-01
-8.308430743249342054e-01	3.678779248557268566e+00	-2.405751873386191564e-01
-9.415775222340755368e-01	4.266752198256543060e+00	-4.755365343826762348e-01
-8.928015883064516212e-01	3.972402730465415477e+00	-4.323044135854031134e-01
-9.427575081027296244e-01	4.164506336701940370e+00	-5.505878038106885031e-01
-9.624045263341324263e-01	4.243669695608300430e+00	-3.704020878205293577e-01
-1.007942258885993869e+00	4.512838193247535656e+00	-2.983269261959485830e-01
-1.081895321828853174e+00	4.706388424094027911e+00	-7.166902770917233934e-01
-9.598708968911243700e-01	4.407295349820414820e+00	-4.299240502579835810e-01
-9.277441814003205556e-01	4.056892370467156894e+00	-4.751780921487099851e-01
-1.075512435432346869e+00	4.682839372139945944e+00	-4.898434002677950483e-01
-1.015934704345934358e+00	4.442965190565197453e+00	-6.164559080690897863e-01
-9.542054320152377755e-01	4.236757717473873086e+00	-3.379330919573144132e-01
-1.065159262581501176e+00	4.767345975260627533e+00	-5.950328226630180461e-01
-9.076363202591537505e-01	3.992216473380199915e+00	-6.674291002819051632e-01
-1.119676544323038758e+00	4.916819400255555195e+00	-5.300552537889344773e-01
-8.042482432231975453e-01	3.650181399687073114e+00	-1.275511627113919133e-01
-1.052472482687324185e+00	4.704583423759574501e+00	-3.583741523216962266e-01
-9.513891033591089785e-01	4.355357954448728641e+00	-7.125829245876724727e-01
-9.545138683396617862e-01	4.197919092053886914e+00	-3.575581658670670682e-02
-8.727082539996882105e-01	3.884746757221338331e+00	-3.764769858669710367e-01
-9.188568261958625083e-01	4.039566413890145036e+00	-3.762354703929039479e-01
-9.588778479366217855e-01	4.279910875107810320e+00	-6.260045497291615302e-01
-1.162277657112835705e+00	5.162808676583200196e+00	-3.201544901448841185e-01
-9.543499003294992900e-01	4.260661561942754361e+00	-3.540286051163515357e-01
-9.134032531013972500e-01	4.116705788633256091e+00	-6.076982519088572898e-01
-1.164606743230248487e+00	5.309649586426145262e+00	-5.575226928863057374e-01
-9.951694608197729774e-01	4.400915462959309465e+00	-5.408551088674055096e-01
-1.007809767505839504e+00	4.394036926148860545e+00	-7.461344825540281445e-01
-1.002812248770107661e+00	4.484701934924957278e+00	-4.958887272105544364e-01
-1.009801128015755722e+00	4.391976192449947192e+00	-4.310843905164681855e-01
-1.021910988449314495e+00	4.568900636021224315e+00	-6.919365417073393143e-01
-1.003302885760360974e+00	4.495179633314144496e+00	-6.047354543802594407e-01
-9.258364683193415212e-01	4.022316166015510674e+00	-3.119524172872550905e-01
-9.864546230606816568e-01	4.406759907585070302e+00	-4.342947334422818662e-01
-9.451153239505042380e-01	4.183925505122006783e+00	-5.050862512228824208e-01
-9.272290397442239929e-01	4.193287810005541516e+00	-5.160490362422402999e-01
-8.624607895182601069e-01	3.761928504708176746e+00	-3.073423083905649777e-01
-1.056957488902068087e+00	4.697548875900134036e+00	-3.901308156947300709e-01
-1.006324004799618477e+00	4.538617995859093313e+00	-5.785350666096484851e-01
-1.043457247176383662e+00	4.782677472601203128e+00	-6.063195993140257922e-01
-9.978348199268827212e-01	4.463836560169287537e+00	-5.095200968349238302e-01
-1.111071347884572180e+00	4.858058223656483321e+00	-5.120021352376638024e-01
-1.078320507562846586e+00	4.769788008283947889e+00	-6.512646516360036664e-01
-1.078795512569858506e+00	4.894677208959591574e+00	-4.351424813776439970e-01
-9.627579054898951494e-01	4.291496324504842086e+00	-3.353319101140622704e-01
-1.020289494190862456e+00	4.572156692548142054e+00	-6.445369659469961654e-01
-1.061520513690311196e+00	4.722371895940127295e+00	-5.760407711765399563e-01
-9.458626035716085623e-01	4.175088989310776100e+00	-4.610414733089415185e-01
-1.093068062573556931e+00	5.043066150594006203e+00	-5.732437557326737210e-01
-9.387623570934456874e-01	4.232490527775040867e+00	-6.564385256971138061e-01
-9.515825643626337760e-01	4.190667919031489497e+00	-2.396236445907404533e-01
-8.892883484998158616e-01	3.976104392898608175e+00	-2.675862044015295260e-01
-8.608619266672323800e-01	3.755842890972482806e+00	-3.580384505162238495e-01
-9.939380764287636394e-01	4.525637124397539068e+00	-5.925553634216291776e-01
-8.975631582146420540e-01	4.067517712693273779e+00	-2.878482853622014170e-01
-9.750633029692079567e-01	4.377952122933350232e+00	-3.864212044464103712e-01
-9.156822048969415206e-01	4.144214024193754398e+00	-5.622451975956759274e-01
-1.026138486050241827e+00	4.523925406239244218e+00	-3.528842344177151036e-01
-1.055733123339614110e+00	4.699583867677137761e+00	-5.146857045612024395e-01
-9.498240387802224793e-01	4.190775828493079835e+00	-3.169886005716731070e-01
-9.531540814001248085e-01	4.249867329353540057e+00	-4.255671816300795607e-01
-1.018528065585668108e+00	4.514905783693744290e+00	-5.005329265950293482e-01
-1.228982349576309918e+00	5.554648360432448584e+00	-5.707740174727637950e-01
-1.006162057209661231e+00	4.489485994616498665e+00	-6.246672185614964290e-01
-9.704153765439380575e-01	4.064312927911199580e+00	-4.857355286515449566e-01
-1.063906675091895293e+00	4.669817046859369825e+00	-4.719878355453952512e-01
-1.018603650351430412e+00	4.519347831378878411e+00	-5.193576976221850883e-01
-1.174671929451772678e+00	5.241269642791452021e+00	-7.796319582079594968e-01
-7.958665425537736482e-01	3.467963090118043379e+00	-6.511189738526496074e-02
-1.168550904956775049e+00	5.187280354207709721e+00	-6.046991630996769729e-01
-1.040233053851337797e+00	4.715851179871519250e+00	-5.129989363869518204e-01
-1.101943154374172229e+00	5.002693484548641045e+00	-7.336412281990931650e-01
-9.223218617588584411e-01	4.077985459806791724e+00	-5.691025431965666126e-01
-1.191110734229350765e+00	5.389402300205469842e+00	-5.900991089148673874e-01
-1.043095592030162333e+00	4.666446961330046328e+00	-5.634536144856910900e-01
-1.060560272280339333e+00	4.738657196902661184e+00	-4.801044839986973178e-01
-1.019851868637809744e+00	4.659796490110626799e+00	-3.504254427785503112e-01
-1.049525314144405863e+00	4.689156248284631623e+00	-5.348580609639559391e-01
-1.006627850698613047e+00	4.368135012959693420e+00	-6.187306084268889839e-01
-8.121172467823977170e-01	3.570161162870077121e+00	-5.669332593585312274e-01
-1.069737614783953905e+00	4.905278621046061716e+00	-5.764804518807974398e-01
-8.915201023828146498e-01	4.056642095942986970e+00	-4.098252663922362093e-01
-8.478680490404368886e-01	3.736485176001324238e+00	-1.797976651069999043e-01
-9.117978196312798156e-01	3.998110469386016774e+00	-3.953056113544729522e-01
-1.093680855077432179e+00	4.828270279700809908e+00	-7.184926215938420846e-01
-9.894653027649963350e-01	4.489760927707219018e+00	-7.101072237834511469e-01
-8.342856686774960950e-01	3.739137133727204354e+00	-2.118632293775180864e-01
-9.123432160372642041e-01	4.133050917964185444e+00	-5.537741926234114320e-01
-9.613559181837055823e-01	4.299496839951137517e+00	-5.925920767716879034e-01
-9.932697522691114056e-01	4.418880292287149736e+00	-6.088307534872026139e-01
-1.059189104994683328e+00	4.713315731297260669e+00	-4.945118072040236012e-01
-8.255000678373873857e-01	3.709657030410660639e+00	-2.574106498854205061e-01
-1.017618219741120100e+00	4.619010468928966162e+00	-6.820322392761890562e-01
-1.034641734705921579e+00	4.424285333489316407e+00	-4.075527637055403885e-01
-9.737888273152209839e-01	4.344406225506501684e+00	-3.872893335147999938e-01
-1.113594745669287178e+00	4.772925945950960092e+00	-6.865248078848018576e-01
-1.021590474930655246e+00	4.627610358169939708e+00	-5.604774473503216781e-01
-1.054585422441628673e+00	4.660093735015851557e+00	-5.719916746513314942e-01
-1.125691039566783846e+00	4.932112044605633905e+00	-7.106486241176718233e-01
-1.073771651687213780e+00	4.715879381893310907e+00	-6.257857660944988742e-01
-8.697175442554909708e-01	3.894895887265246159e+00	-3.784949788257497838e-01
-9.662799919269827731e-01	4.323885001430602060e+00	-4.400663316098297750e-01
-1.050259614318512336e+00	4.615675929594774018e+00	-5.694949640917479350e-01
-1.061311372440727041e+00	4.676345073697596000e+00	-7.207363778039825863e-01
-9.742781342650356224e-01	4.259190484026091461e+00	-4.148861637451441431e-01
-9.340780209775604304e-01	4.100450452537816481e+00	-3.767258203902991154e-01
-1.008706158386045049e+00	4.528284606260849721e+00	-4.938937528626676787e-01
-1.271387942723840148e+00	5.685726183746340645e+00	-8.353246193483224724e-01
-9.845357509346925884e-01	4.393043288226365028e+00	-3.836816257605270009e-01
-8.404062875851613379e-01	3.726528011402975071e+00	-3.963644624553344653e-01
-9.482011649670376574e-01	4.214670920458771342e+00	-3.899455886147898398e-01
-9.531424676741654389e-01	4.259073243978123813e+00	-4.717107447069945891e-01
-1.099545826113400571e+00	4.995572157379908340e+00	-5.028332955455008246e-01
-8.646015371838902119e-01	3.943085903101980705e+00	-2.997178375050343901e-01
-9.725377226004680020e-01	4.392421186950066669e+00	-6.197029823900410683e-01
-9.088455916829358827e-01	4.009962129912540085e+00	-2.095727478767219765e-01
-1.067615492048423542e+00	4.702679087312086281e+00	-7.129823788527946959e-01
-9.627789671684636730e-01	4.394457893271455973e+00	-6.137424961965927128e-01
-8.134282287112055698e-01	3.647286204694345280e+00	-2.782111176353533333e-01
-9.117416858751421493e-01	4.037175576797793042e+00	-3.096894633087376447e-01
-8.542564350314701960e-01	3.853398299469919408e+00	-3.554300928520918723e-01
-1.034819071485429953e+00	4.631896375366984842e+00	-8.633273404274263152e-01
-9.913066461271720087e-01	4.492218548006372991e+00	-4.900978250392963309e-01
-1.020236144323478644e+00	4.545972587962352485e+00	-4.022483398204303451e-01
-1.035630382358656565e+00	4.583372824973062087e+00	-6.554551415556938432e-01
-1.121713756998384159e+00	4.810944405892095155e+00	-5.451267240615276233e-01
-7.633485918389374403e-01	3.340811494549745131e+00	-9.216264886843103521e-02
-9.005973276231810098e-01	4.019561796959762567e+00	-6.982381665991749253e-01
-9.481960659074156750e-01	4.362762639237279139e+00	-3.645886826083261090e-01
-1.045154717110462483e+00	4.651037820278752122e+00	-3.657768606192837169e-01
-1.059961594521073636e+00	4.668956977142665110e+00	-5.018545254259365596e-01
-7.860349720993976552e-01	3.512102402060296225e+00	-3.493341081281322591e-01
-7.768488935164873377e-01	3.482913993609339176e+00	-2.220073609272616155e-01
-9.376178185315903191e-01	4.241217667033653882e+00	-4.483033605630667995e-01
-1.050399203094942280e+00	4.624616004502537514e+00	-4.484023382194926022e-01
-9.670405446272741790e-01	4.152326691719435914e+00	-5.717931969955512006e-01
-1.111245594015217497e+00	4.949152447944142885e+00	-8.008266941431916308e-01
-9.373058221820148583e-01	4.091800094136806898e+00	-3.194660929990690290e-01
-9.982727778950636344e-01	4.443269740513035693e+00	-6.085391842019873820e-01
-1.158600937376069950e+00	5.275056516672225193e+00	-4.919054839379123911e-01
-1.007303166567723451e+00	4.532160838488811905e+00	-3.256199553919647549e-01
-7.952741213148646349e-01	3.573397764724299819e+00	-2.580568345899198479e-01
-8.682987020320893645e-01	3.844016056444171880e+00	-3.956004079948060581e-01
-7.676429748821488319e-01	3.346149428994295683e+00	-3.978630465498280699e-01
-8.571622162457930294e-01	3.857276079551730241e+00	-2.318699281845571780e-01
-8.225385664866620150e-01	3.766923681581944461e+00	-2.018739426444591534e-01
-8.706162742373257935e-01	4.000636575293248676e+00	-2.981602403579374228e-01
-9.586121683666027904e-01	4.125851224339009526e+00	-3.180571151321848200e-01
-9.602774022825574241e-01	4.109855547959533340e+00	-5.110167429213797741e-01
-9.872950059361013109e-01	4.441697815200238431e+00	-4.846425759057981786e-01
-8.192444790678914401e-01	3.658464200358037210e+00	-2.368844276357504608e-01
-1.072855964070743795e+00	4.815680816283316901e+00	-5.085026075111509503e-01
-1.018908370730249979e+00	4.559579960515954156e+00	-5.725788417945996134e-01
-1.058575067895227484e+00	4.768789596687791565e+00	-7.001839367205928699e-01
-9.454554924991233067e-01	4.260440015286406812e+00	-6.197560741511033422e-01
-9.730414196168437613e-01	4.506561455019067353e+00	-3.751176084830690760e-01
-1.129916648910141319e+00	4.833870370487121093e+00	-5.592964842859506902e-01
-1.022461622201448428e+00	4.577250727436355859e+00	-6.062436043025749566e-01
-1.025158391585989648e+00	4.502591347515724429e+00	-6.456281520753917036e-01
-9.258849881739996679e-01	4.079144509956207365e+00	-4.736608504753664906e-01
-1.021214705783436427e+00	4.628208872113316552e+00	-4.675770310941267383e-01
-1.016141606468323966e+00	4.473316670973430220e+00	-4.128445184176059435e-01
-1.099473681303878125e+00	4.657418002729158069e+00	-7.147167445699933452e-01
-9.494753895463313720e-01	4.151620224953463278e+00	-4.203935266626802614e-01
-9.073970802613431363e-01	4.090701876105478085e+00	-2.565381138894528013e-01
-1.009757813679192040e+00	4.618048268000032763e+00	-6.560674745533432439e-01
-1.072805018975969027e+00	4.763061816134169568e+00	-4.746710682093421285e-01
-1.048033663463800114e+00	4.644763696806428754e+00	-7.427210062663065493e-01
-1.076413080161343405e+00	4.821323026417661417e+00	-7.295984791110297074e-01
-1.126856026386831466e+00	4.919951340569272524e+00	-7.175013254593209933e-01
-9.572784639314911859e-01	4.310928028860627315e+00	-5.511643256231695265e-01
-1.039466269961135669e+00	4.623144664189489994e+00	-3.991142932481645533e-01
-9.350165165319686000e-01	4.292475311413585182e+00	-3.322088530404703199e-01
-9.626814164438853849e-01	4.227720350310553599e+00	-6.658789319928609673e-01
-8.845238008246273376e-01	3.971882721764060431e+00	-4.396034968411160482e-01
-9.369782497966741008e-01	4.118012137305882447e+00	-4.416480848589943164e-01
-8.636528514874217688e-01	3.949803191453234774e+00	-3.898003020121495465e-01
-9.206950178488504388e-01	4.073223000767329793e+00	-4.425099270442394150e-01
-8.323768242670678275e-01	3.669001505117930328e+00	-2.387829459107979335e-01
-1.063879113102945917e+00	4.582101056775333525e+00	-5.166393870603982474e-01
-9.550795799142172138e-01	4.228647174288353128e+00	-3.654890057025859118e-01
-8.867996746073210090e-01	4.003922496589352953e+00	-4.296832348223149078e-01
-8.445894588610658449e-01	3.682352231310246360e+00	-1.876706678925911254e-01
-9.909078509253977929e-01	4.416528662844126707e+00	-3.681808146297014250e-01
-8.915073940670552588e-01	3.835688982812564873e+00	-4.654653762659738403e-01
-8.636648771959900550e-01	3.884796708586752079e+00	-3.948067005719007039e-01
-9.066358186012146714e-01	4.093122248885501691e+00	-5.410565385690973006e-01
-9.463914379949435185e-01	4.340206683122249665e+00	-3.935545256044787332e-01
-1.174590064633003861e+00	5.132519875502683959e+00	-6.079784835729405978e-01
-8.853654408687643418e-01	3.984378560635668975e+00	-3.075799160307579050e-01
-1.047795770739484711e+00	4.695333900791059278e+00	-5.470662114877361537e-01
-9.248911048429356851e-01	4.057625924104307558e+00	-4.021290243722897007e-01
-1.096797365855048723e+00	4.820341113697895530e+00	-7.926265814866354509e-01
-1.190957544561560999e+00	5.225286319951401914e+00	-5.264874289819800879e-01
-9.699778117319570736e-01	4.295262255415561725e+00	-4.924789765069698122e-01
-1.003313571361905243e+00	4.356689473770976484e+00	-3.174633467626035155e-01
-1.035934745763292808e+00	4.725111220988465810e+00	-5.319701867176697130e-01
-1.178303008273303254e+00	5.359664420584714151e+00	-7.869263062157729749e-01
-9.957461430592604579e-01	4.495778045648616050e+00	-3.833755990829648130e-01
-1.193797783052732653e+00	5.356462227237732243e+00	-8.585714852363708349e-01
-9.201799805073886951e-01	4.088782333985598427e+00	-3.798164972808688589e-01
-1.089804088290840411e+00	4.846307734975880521e+00	-7.729691095302652082e-01
-1.007974951080926385e+00	4.518227547512399411e+00	-5.736741495915017586e-01
-1.059035380919241209e+00	4.821100198987418928e+00	-3.631642908602430997e-01
-8.723754811428574563e-01	3.987786732898687347e+00	-4.104008058958669158e-01
-1.049770385689225094e+00	4.605206175643241195e+00	-5.858390380419254972e-01
-1.095413721779343375e+00	5.003580893403216656e+00	-7.357946172798044415e-01
-1.209916706204346326e+00	5.337791767362536355e+00	-7.049709542217119651e-01
-9.981910412892912587e-01	4.445580247508063465e+00	-3.950095448772135143e-01
-9.709701038774150028e-01	4.286587230708478025e+00	-3.607309210540029509e-01
-8.228568651604655226e-01	3.679157174641893846e+00	-2.696257280346709972e-01
-1.102279572958720477e+00	4.785308360277335638e+00	-5.814869369588385739e-01
-1.080958635466323425e+00	4.797049976921226921e+00	-5.838779746148112793e-01
-8.341817349334241793e-01	3.623542069999921900e+00	-3.532417842793023621e-01
-1.170922484210280778e+00	5.220616761139206474e+00	-7.164145235106958998e-01
-1.132382834091484991e+00	5.159310463496137089e+00	-6.453851142153791409e-01
-9.092746089515502117e-01	3.972836194283993372e+00	-4.270010205853290719e-01
-1.005835843416733377e+00	4.613957056547251412e+00	-4.260058115302522430e-01
-8.870563468241040583e-01	3.896315759882515994e+00	-5.221293822923281924e-01
-9.629569994319029380e-01	4.372702798885041098e+00	-4.613441731264862344e-01
-1.045882600772968241e+00	4.673574428130979008e+00	-3.920032266592567982e-01
-9.404100193636333316e-01	4.175785076037953125e+00	-4.493835389510554279e-01
-1.110136688140660466e+00	5.072482552272036038e+00	-6.130770807501163544e-01
-8.771279863424531476e-01	3.844746516788864810e+00	-2.812525961381394657e-01
-1.035284294452808229e+00	4.550787278365195476e+00	-5.328292568312344990e-01
-1.112421506807343086e+00	5.017199679961949599e+00	-6.573935818795861863e-01
-9.584892846381111164e-01	4.231648599944161759e+00	-5.211936145045078517e-01
-8.753335329446908508e-01	3.977486683373141041e+00	-3.321812508480803672e-02
-9.830603012743790448e-01	4.374422260437659915e+00	-4.186099304764526186e-01
-1.130791757870026615e+00	5.071884174904167430e+00	-7.616887000930658846e-01
-1.105607304904562493e+00	4.893693048467089746e+00	-3.986594634717493535e-01
-1.085348310995643661e+00	4.940159737437426202e+00	-5.526776874664639516e-01
-1.092560486489347227e+00	4.848255864446183061e+00	-5.303928405342683838e-01
-9.692525922952245354e-01	4.316040119168397027e+00	-6.034870958445335276e-01
-8.572353082431982685e-01	3.787828735390986967e+00	-3.778484532771183568e-01
-1.011337842022253408e+00	4.482170824392420094e+00	-3.951661385571850760e-01
-1.047684650283263297e+00	4.753199621703449118e+00	-4.309329610692527734e-01
-9.775415176442991960e-01	4.267867817890107496e+00	-4.369331222243810209e-01
-1.055029457966216055e+00	4.778677979646166918e+00	-5.960794310985866318e-01
-1.009712529659254621e+00	4.423617334501230403e+00	-6.651619684673609756e-01
-9.802273831640093693e-01	4.320071413884918776e+00	-5.777695605827930514e-01
-1.068734398271324659e+00	4.799765221349256095e+00	-4.966908990481019304e-01
-1.077700361337122770e+00	4.899186132686061512e+00	-4.925923881182718844e-01
-1.002604243984672072e+00	4.439043617200731262e+00	-4.613871618312958001e-01
-1.047782319070636792e+00	4.570076437707977668e+00	-6.233526182076281064e-01
-8.874587084587675090e-01	3.839976456022854645e+00	-3.657386612583748420e-01
