# m	b	logf
-1.003827477581452188e+00	4.612394652283103191e+00	-7.726050675539797297e-01
-8.274835866048113608e-01	3.656176231280349409e+00	-2.050719566529151106e-01
-9.391932955491919532e-01	4.340696771114938457e+00	-4.410984659653061635e-01
-9.870036124101481123e-01	4.430604066689133980e+00	-8.850593128200173743e-01
-9.823060122539420957e-01	4.607093615109233653e+00	-7.517323630371137710e-01
-8.815850681696548730e-01	4.069468390628058430e+00	-5.519081687229823174e-01
-7.717812698875168298e-01	3.499992278079125274e+00	-3.605294143557769004e-01
-1.034457838800240337e+00	4.710554931285296121e+00	-6.926499499396627790e-01
-9.689763396289385877e-01	4.459302631198718281e+00	-6.681173254983854282e-01
-1.085343783783410787e+00	4.990535019723237653e+00	-9.253449006100312735e-01
-8.648450576342892049e-01	3.887022206951425307e+00	-7.537382855967929007e-01
-9.564969955935321844e-01	4.484496295155759427e+00	-8.445912651026264983e-01
-9.774322568854977300e-01	4.466080316783900273e+00	-5.295178232374844196e-01
-8.573884099412963922e-01	3.970745789159375150e+00	-5.143402235202751971e-01
-1.031616725938309997e+00	4.845104210026696556e+00	-6.733680136256796622e-01
-8.518207488229012636e-01	3.843083683155280372e+00	-5.756127680615998887e-01
-1.225495268824867257e+00	5.736149983522354390e+00	-6.587180811024031524e-01
-1.066565717436103622e+00	4.934183302130891846e+00	-8.103224444420620287e-01
-1.007934214627592251e+00	4.638484194429415730e+00	-6.526453789647349568e-01
-1.120905014751906403e+00	5.234597997488742216e+00	-7.088035094467640684e-01
-9.726576146216154850e-01	4.544651086782680594e+00	-3.832985348480758558e-01
-9.913501055049568356e-01	4.642843245359952853e+00	-6.478618705357804819e-01
-8.491766414093966375e-01	3.814730490805606777e+00	-3.700504259996160727e-01
-8.909755132779618725e-01	4.113499338324594135e+00	-7.891626333102870205e-01
-9.309015178217471265e-01	4.314112222644855166e+00	-6.507564381769624928e-01
-9.697068445557384120e-01	4.570408826707881289e+00	-4.775412281616203125e-01
-1.071837295004160140e+00	4.791078376852371257e+00	-9.223183246537379754e-01
-8.919865101123903850e-01	4.127031703473741153e+00	-6.047285166404893220e-01
-9.574956830343607228e-01	4.362352226744692807e+00	-6.807265375056772427e-01
-9.414433182561910973e-01	4.291385879846606244e+00	-7.526143063646741904e-01
-1.057928472890450999e+00	5.041308481745503833e+00	-7.673587048882504202e-01
-8.964454264769887715e-01	4.237022494108569681e+00	-5.795195812797131474e-01
-1.029949064990430374e+00	4.659331327053014782e+00	-6.968455257309559281e-01
-9.786350497895042189e-01	4.478429133702913845e+00	-5.524915672676138367e-01
-9.495652997774663984e-01	4.331236061625822309e+00	-4.409263183496248684e-01
-1.006277630737629769e+00	4.558697999589828243e+00	-8.286000680643266225e-01
-1.002103358957073143e+00	4.598148980242726225e+00	-9.620932903698223848e-01
-1.004640340286427014e+00	4.631175695261498859e+00	-7.062566322428152077e-01
-8.829706595166436633e-01	4.060510170531866692e+00	-5.169361219085026882e-01
-1.058641374523551226e+00	4.814434197283381955e+00	-7.236305033040973944e-01
-1.062795938267491636e+00	4.783307397790488302e+00	-8.188676732105949485e-01
-1.032686118470244940e+00	4.764812749183016116e+00	-8.671194551694995090e-01
-1.046427298878889856e+00	4.798773689568829326e+00	-8.696324450569915543e-01
-1.040808369086440477e+00	4.765023699288104098e+00	-8.871955112806093613e-01
-1.002166510808770727e+00	4.418445464562044123e+00	-5.811910159818185484e-01
-1.052472453351063209e+00	4.961596964855342407e+00	-7.735758597434860828e-01
-1.047927525087562595e+00	4.871366853857605150e+00	-6.691866055229452881e-01
-9.767750828987706857e-01	4.445954521513772129e+00	-7.140090494120964193e-01
-1.000490231049570911e+00	4.642133685550986932e+00	-6.426811991130720880e-01
-9.520431876760556689e-01	4.422512838399230262e+00	-6.387976551141922865e-01
-9.122618784823827154e-01	4.166254447071352729e+00	-5.492004773555745345e-01
-9.915890869997585622e-01	4.728498154369073170e+00	-5.783457435550251047e-01
-9.103900606328456657e-01	4.253535800863906147e+00	-4.917724741667256483e-01
-1.137893997689374714e+00	5.287236830067190141e+00	-6.369702913993255944e-01
-8.582930903009832191e-01	4.019800196013563642e+00	-5.716618358437109970e-01
-9.409717372788057865e-01	4.306504616860321377e+00	-7.814871005997484632e-01
-7.272303286904295838e-01	3.468120043829314714e+00	-2.496914418966714733e-01
-9.987400355843949473e-01	4.723109722506594998e+00	-5.959675996900928308e-01
-1.072988744366084601e+00	4.773950761560344702e+00	-8.881062860877549925e-01
-9.657577396083842913e-01	4.401359836459976194e+00	-8.536853694321875352e-01
-9.078812455368494572e-01	4.217852043390672989e+00	-6.160918054011601530e-01
-1.021514590988654492e+00	4.739091145791687332e+00	-8.050006903943698333e-01
-9.196103219305659104e-01	4.215872043706343497e+00	-6.212809201094529055e-01
-1.002729264707218126e+00	4.711773023304274055e+00	-7.334975002715131698e-01
-1.059256950368921979e+00	4.943367352743505805e+00	-6.446545074047906887e-01
-8.635885249795276497e-01	3.875907040449489305e+00	-4.739534810943842325e-01
-9.122131910174750002e-01	4.180987311489964497e+00	-7.035378194182460021e-01
-1.020863582024411853e+00	4.621651149937720859e+00	-6.976397298958437743e-01
-9.123830113912771989e-01	4.143019546490628535e+00	-7.592964474404397812e-01
-9.532414670906972365e-01	4.342613140708266428e+00	-6.673372508943145043e-01
-1.045279017632158025e+00	4.811546398676388669e+00	-6.933737589070432250e-01
-9.493047493952080362e-01	4.352723872305443997e+00	-5.960464910269317462e-01
-1.046159861268338709e+00	4.779770879964122976e+00	-9.888639721757743750e-01
-9.877436624771542828e-01	4.440178524619452283e+00	-7.757099253730568300e-01
-1.007900409138453579e+00	4.522058874183601418e+00	-7.259552071328503331e-01
-9.967446066353988776e-01	4.712779887159193493e+00	-7.500444324768692494e-01
-1.001012705502298372e+00	4.574479320525898451e+00	-6.446951629210665446e-01
-9.991006400988776681e-01	4.574904791839201401e+00	-7.469616959566907077e-01
-9.871034845047251816e-01	4.574785988675409421e+00	-8.880948375139584572e-01
-1.038649157865319195e+00	4.729112526494413160e+00	-8.539989177597108183e-01
-1.103522598506340380e+00	5.190002293883952511e+00	-6.683849041455152129e-01
-9.595566835915689818e-01	4.538095415993986137e+00	-7.431203745050841691e-01
-9.180869641137467951e-01	4.202766715657686447e+00	-5.422138794937262363e-01
-9.381277540926908909e-01	4.289110912237919848e+00	-6.250932288688187954e-01
-9.953906133005543388e-01	4.675453047986111166e+00	-8.154460409145783961e-01
-1.054598271988799851e+00	4.960918637002638576e+00	-6.855069948905330168e-01
-9.328234050754529161e-01	4.314317141833574176e+00	-9.898821382895920395e-01
-1.009242271935180124e+00	4.557179687063974249e+00	-8.979882374961508651e-01
-8.511844372293115857e-01	4.023482735467720062e+00	-3.297701229231743691e-01
-9.442031912138485472e-01	4.150573740853777061e+00	-4.114608874544447570e-01
-1.036245310835767430e+00	4.631173515891696901e+00	-8.723312816692965210e-01
-1.006676002917600288e+00	4.616180132688579185e+00	-6.835244785574703386e-01
-8.653566212373664523e-01	3.946451200211521293e+00	-4.910599875697488348e-01
-1.005018448607652548e+00	4.608024719200516373e+00	-8.229734198616327490e-01
-1.043866765528965068e+00	4.886787390771422324e+00	-5.955162631275648932e-01
-8.599686058521067711e-01	4.005195339798402365e+00	-4.590582198247361578e-01
-1.053334723800784412e+00	4.899936766575764047e+00	-6.847725390567692694e-01
-8.733177604251323167e-01	3.920366507466658490e+00	-6.433575560395614623e-01
-9.692020171018088659e-01	4.395109359045946462e+00	-4.690245345202828098e-01
-1.067535176249703177e+00	4.864872874526332325e+00	-6.861718381736665595e-01
-9.780766765647017635e-01	4.540810628786795533e+00	-7.896676785099002727e-01
-1.021717106513194029e+00	4.693130415567152269e+00	-7.383631072637963921e-01
-1.013183361729316445e+00	4.725354540441972340e+00	-7.667598367026661199e-01
-9.685567103187555649e-01	4.400889109738059801e+00	-7.167826581587841694e-01
-9.172085274273208411e-01	4.286418302625042642e+00	-5.690968932700689598e-01
-9.230186424704532877e-01	4.222478803133384417e+00	-5.580682391963894817e-01
-9.611244154957928609e-01	4.373324312002818459e+00	-6.716212656980784512e-01
-9.948783123164206543e-01	4.698121505521430485e+00	-6.143157743386231662e-01
-9.946448971525325700e-01	4.454639500938192498e+00	-7.719544245596481336e-01
-1.108615551916814823e+00	5.040768847045209888e+00	-8.710525902612522575e-01
-8.837890000938478652e-01	3.985157217651500883e+00	-5.857410581174934405e-01
-1.064741202511401585e+00	4.851136600784959896e+00	-1.013001854448218886e+00
-1.040249603678503609e+00	4.783015742402767501e+00	-5.539227594554776424e-01
-1.001631083965320190e+00	4.599271952604355285e+00	-8.858547016220743586e-01
-9.161552710763720686e-01	4.262652128612733016e+00	-4.316562765298518345e-01
-9.547304632942604785e-01	4.414442426412515275e+00	-5.421601113118448279e-01
-1.079875258922141423e+00	4.992773242239826992e+00	-7.485072604484207526e-01
-1.144045285264717382e+00	5.245222675484755293e+00	-7.167431774282948531e-01
-1.033852110982417916e+00	4.729285166632857695e+00	-9.375524544994101594e-01
-9.927883750272000762e-01	4.498194013730365981e+00	-9.144718611880147119e-01
-8.629444577684990403e-01	3.892429281319559120e+00	-3.947901198873898787e-01
-1.006590264907233134e+00	4.662966772574998586e+00	-6.180426712527036237e-01
-1.026473989235346940e+00	4.634131850966507038e+00	-7.996953327941772605e-01
-1.068201698749899231e+00	4.962272357209092100e+00	-7.295692437504757155e-01
-9.191913645388319898e-01	4.172106715955074208e+00	-7.150928839194854447e-01
-9.965790490252730560e-01	4.606308308683479069e+00	-6.608385728726215991e-01
-1.085718897154847262e+00	4.883497425060129515e+00	-6.556474312509938951e-01
-8.642096204495379741e-01	3.876308833440824664e+00	-4.247061105634140077e-01
-1.009606832402507592e+00	4.697849839616981882e+00	-6.374055566943932494e-01
-8.734641068104185280e-01	3.854859163557587287e+00	-6.011041617327985698e-01
-9.721186921653779400e-01	4.416278928620271493e+00	-5.659988369234566497e-01
-1.095735461408945399e+00	5.012042778228731343e+00	-8.445363779276221505e-01
-9.562394376051811529e-01	4.536803465576960015e+00	-6.464084282675737203e-01
-9.414652570166467394e-01	4.268267951411016448e+00	-8.705170103020751782e-01
-1.014990606186969790e+00	4.678091227760834414e+00	-6.524448546753500722e-01
-1.015899496357334675e+00	4.663122314376434652e+00	-8.516169962965204343e-01
-9.489670886255132665e-01	4.223117197875446038e+00	-6.563936360238826762e-01
-8.484065533189512065e-01	3.920478861599778764e+00	-5.964335874601194298e-01
-1.019038187082334179e+00	4.646171734481551852e+00	-8.135311730413778974e-01
-9.361072997002772844e-01	4.348004900756702540e+00	-7.890786805166311035e-01
-9.196190954178546928e-01	4.141801048964286025e+00	-5.711171495650420038e-01
-1.130749859572943494e+00	5.110291605510205670e+00	-7.571518440833284735e-01
-1.036105292619315277e+00	4.666896736876587681e+00	-6.773893548198828274e-01
-1.057654285575518882e+00	4.877511957998507341e+00	-7.892450426967366761e-01
-1.064898999080748032e+00	4.917924813864385847e+00	-7.155972855896639562e-01
-1.017998362581903571e+00	4.752412675249013674e+00	-6.351846697357439453e-01
-9.472299302950142330e-01	4.261851001565606367e+00	-6.423437893074139815e-01
-9.464282223481913503e-01	4.417953804077979996e+00	-5.430232435175691430e-01
-1.139449291618138460e+00	5.160406841576117287e+00	-9.141751562994530067e-01
-1.101141269978811454e+00	5.090990353313070038e+00	-7.914496345527441967e-01
-1.010951899025648304e+00	4.652104448391310321e+00	-8.775615746791159966e-01
-1.044913596171635151e+00	4.769969919263087554e+00	-7.241443110083958246e-01
-9.366680488376839531e-01	4.244215786645603394e+00	-6.071405911513233500e-01
-1.122584010800114163e+00	5.273945234241871560e+00	-7.156960396327650686e-01
-9.813944895615106523e-01	4.628691939012041345e+00	-6.759687179919896538e-01
-1.110991638460364639e+00	5.119576281628281933e+00	-6.072070441159949095e-01
-9.871102468172284761e-01	4.520321181396974808e+00	-6.055483877499752143e-01
-9.099242498588321348e-01	4.167340754736792441e+00	-8.091547967317512802e-01
-1.063316443730867533e+00	4.785971284738926634e+00	-7.254798435954974423e-01
-8.820548830612663371e-01	4.006664785919261895e+00	-5.824451366063765345e-01
-9.516859723011487082e-01	4.479823739733413746e+00	-6.814676551925267223e-01
-1.000704842966257724e+00	4.658661149643482879e+00	-7.450479430064865793e-01
-9.973637397488995804e-01	4.496017265156201148e+00	-4.641346064573128594e-01
-9.385063630588464934e-01	4.161925423651113398e+00	-6.440157857856475543e-01
-1.035798858473029993e+00	4.839367066774586057e+00	-7.317463260048506779e-01
-9.049485620196872082e-01	4.023356639265871948e+00	-7.477971578140218956e-01
-1.037483293723777011e+00	4.751254312977997607e+00	-8.435515453603277258e-01
-1.056498392448638635e+00	4.810600669327230072e+00	-9.111952503188540664e-01
-1.120010993960478762e+00	5.202568881347810148e+00	-7.690520929393849237e-01
-9.798848082912511304e-01	4.482089530630496199e+00	-5.837162238127017178e-01
-9.082091999822845541e-01	4.205677949543071392e+00	-4.508158008558151297e-01
-9.312123724418908122e-01	4.356270704211423705e+00	-6.193233448681748632e-01
-9.975037955544344692e-01	4.515180867693533884e+00	-7.439158036835158416e-01
-1.173805692388862454e+00	5.214082471644841732e+00	-8.133386655809472510e-01
-1.083741708156571670e+00	5.036471570198406411e+00	-7.581047086636629739e-01
-8.903203999959273807e-01	4.071352769996977372e+00	-7.078744153689813245e-01
-8.847218735332913475e-01	4.116572088242573813e+00	-5.396590367186860915e-01
-9.648323223824435413e-01	4.437870690440170129e+00	-7.448564314868177938e-01
-8.939125146375371811e-01	4.060473044565735101e+00	-7.641909195815257405e-01
-1.000516013250467129e+00	4.675096968626880845e+00	-5.803054494994436263e-01
-9.601828503059721687e-01	4.459975482608969699e+00	-7.884701397849641635e-01
-1.008537917580142329e+00	4.718737998347064533e+00	-8.550100407102216860e-01
-1.007826356136836798e+00	4.541656175453818278e+00	-8.868419531666009714e-01
-1.034085924875853157e+00	4.705231351982058108e+00	-7.537863907554033238e-01
-9.448008635138540612e-01	4.346444379067449404e+00	-5.766373077773230271e-01
-9.433599405193994203e-01	4.451355857634065494e+00	-6.633233886607698970e-01
-9.211309593419454433e-01	4.199740208899894967e+00	-7.508065785667200620e-01
-1.085764868182176768e+00	4.959495695332614140e+00	-6.909342372771583030e-01
-9.841385312410146913e-01	4.540484471026070779e+00	-5.187283456280258331e-01
-1.018386723363734703e+00	4.737008785473458161e+00	-7.360883796255686118e-01
-1.066724055640281499e+00	4.815023432466859710e+00	-8.004946032963199398e-01
-1.041637028688926936e+00	4.639292333111204591e+00	-8.303673582356927430e-01
-9.867116566086819862e-01	4.598930762026331109e+00	-7.084953439451300294e-01
-1.105771605882504449e+00	4.912457943004769234e+00	-8.938702039627431928e-01
-9.405733743165503036e-01	4.276810667295750434e+00	-5.358188505865031370e-01
-1.024984769086718428e+00	4.618315058813487362e+00	-6.870473295068052488e-01
-9.149355165464647666e-01	4.129784643353061391e+00	-7.743636601628955951e-01
-7.721767165941801903e-01	3.470979288819652009e+00	-3.046886376870392987e-01
-8.751119106132240200e-01	3.913694827385712838e+00	-8.451796122512442722e-01
-1.025112857023413815e+00	4.622844072778064195e+00	-9.309360649733733339e-01
-1.020543160268698735e+00	4.800366703497189746e+00	-6.881740982796402673e-01
-9.658777839660042108e-01	4.303756448352971553e+00	-6.487370543592947403e-01
-9.598932539525244501e-01	4.380054575790527593e+00	-6.288884795249317650e-01
-8.175339107207728606e-01	3.734943895329976726e+00	-5.136093443408755732e-01
-1.036898091864879579e+00	4.646842288959041056e+00	-9.030380893713648716e-01
-1.083271933715064250e+00	4.908525945107022892e+00	-7.487593320628971316e-01
-1.073075025810923178e+00	5.040865871179102342e+00	-6.482468356991801794e-01
-1.011029715574845333e+00	4.732744616421156181e+00	-7.293982248104109445e-01
-9.102947790373862036e-01	4.234549607918277836e+00	-6.676449994017663592e-01
-1.008165927836034426e+00	4.649253043671054186e+00	-7.349416088049720575e-01
-9.748852618024350658e-01	4.426983578793294960e+00	-8.736029627938519670e-01
-1.096011258009577327e+00	5.040068452441103020e+00	-6.753893749037793715e-01
-1.008858009961156155e+00	4.799711728552226830e+00	-7.442917888080567979e-01
-1.022960807721373655e+00	4.671127139369734671e+00	-8.847832757279771032e-01
-1.100116434679220712e+00	4.977289931002236045e+00	-1.046550300102841780e+00
-1.045380885458087272e+00	4.766979010092753377e+00	-8.987688952592232106e-01
-9.356011433939138700e-01	4.254804224271406810e+00	-5.296223256180280226e-01
-9.509445144130166394e-01	4.423286140195334504e+00	-6.159871827224538965e-01
-9.421646376054015892e-01	4.465433169209807929e+00	-7.795134758423480914e-01
-1.014996897350741056e+00	4.520716993272265505e+00	-7.315266926400917358e-01
-9.784011663087343047e-01	4.591091357804524264e+00	-8.559414213416451922e-01
-9.869543726807087358e-01	4.552879171054764029e+00	-6.689467791199135149e-01
-1.091856099305460903e+00	5.072886917400686535e+00	-7.442802403244195286e-01
-1.075014133008285633e+00	4.982306196308887714e+00	-8.763293712466111440e-01
-9.126340431449928570e-01	4.064584802361185467e+00	-5.578469640191270340e-01
-1.079723115784637200e+00	4.942551480869499692e+00	-8.550078064242282450e-01
-1.097005578886208754e+00	4.996383451447133695e+00	-6.575403781740780662e-01
-9.553779920510352408e-01	4.280607024721231113e+00	-5.087754555327081984e-01
-9.099485493016860049e-01	4.034595876056579655e+00	-6.416670680526816994e-01
-9.086508445914748267e-01	4.184337814773534170e+00	-7.029680159996820610e-01
-1.061484636250812352e+00	4.877761580620448179e+00	-8.971968390276493510e-01
-1.026652852000518479e+00	4.690833735618319622e+00	-1.006167654141390644e+00
-1.018245669498992312e+00	4.795662030528191622e+00	-7.133399657290968587e-01
-1.064439692796064874e+00	4.709854610146789966e+00	-4.926522773058439886e-01
-9.153808012697999263e-01	4.032812348155004223e+00	-5.524923621266947249e-01
-8.896372458632038072e-01	4.030965530405537400e+00	-6.897195777911004910e-01
-9.209527876184061546e-01	4.089651484066076037e+00	-6.899542096065264252e-01
-1.112139764957189803e+00	5.057095399606229336e+00	-7.709740012987023050e-01
-9.943324189135201996e-01	4.674801882822019472e+00	-7.390072917461300017e-01
-9.316745759339434274e-01	4.399162219267793716e+00	-5.099327749059132664e-01
-8.337086030257843117e-01	3.799615446775939986e+00	-4.749000796880393227e-01
-9.419375650171677439e-01	4.439252735692772234e+00	-7.826322146108399824e-01
-9.625444194006295140e-01	4.429353810991615958e+00	-7.838759043876186716e-01
-1.122673506294438850e+00	5.190604710822547929e+00	-6.792281643065903873e-01
-1.085528674627308510e+00	5.025420482641637321e+00	-9.147840961008755212e-01
-9.142702769916806194e-01	4.092482018887096729e+00	-5.451439706246641315e-01
-1.000537099080146985e+00	4.544772420313441863e+00	-8.860940825960553768e-01
-8.995801421472767734e-01	4.180114572229856940e+00	-7.963054281726740236e-01
-9.955029274244528992e-01	4.661411465153908473e+00	-7.597181357165403437e-01
-9.276008106262940700e-01	4.172247901214472421e+00	-5.934184634180041940e-01
-9.923420377923991564e-01	4.525091610063610936e+00	-8.457565223781520203e-01
-1.033738408656136976e+00	4.749736608628919221e+00	-7.532533373621657091e-01
-9.700642000925728814e-01	4.513946716711744855e+00	-7.525091229896025968e-01
-9.961556704096264925e-01	4.555609668018753666e+00	-9.254559680648116737e-01
-9.954384302848537924e-01	4.532471357152926039e+00	-5.995656032963693205e-01
-8.774150795498709687e-01	4.033525471561342002e+00	-7.090973046336243035e-01
-9.450337808853235266e-01	4.338971363057824604e+00	-6.863801091239080110e-01
-1.034988824818038555e+00	4.638457025233000408e+00	-9.301056056735911293e-01
-1.064228989799418379e+00	5.035189264425598665e+00	-9.684174461838238601e-01
-1.003769043738768740e+00	4.703086168255577348e+00	-7.221189201482375308e-01
-9.705616352350697751e-01	4.360647361833293267e+00	-7.649366077266275266e-01
-8.149516526775608671e-01	3.606614065885062281e+00	-3.514068770435411215e-01
-9.866460477966656484e-01	4.611458884978658190e+00	-8.491506004070967784e-01
-1.051434694901991929e+00	4.856334139918853765e+00	-9.192698779932217956e-01
-8.680324396250542751e-01	3.951159811087638030e+00	-7.752651316054007813e-01
-9.325870996509399991e-01	4.351785981107522794e+00	-6.664289769001966457e-01
-9.226505204526498360e-01	4.247887060720806573e+00	-8.498352700494282708e-01
-1.034004035697002166e+00	4.650548396585223010e+00	-6.706122102776805871e-01
-1.045872690561808538e+00	4.785042090262472847e+00	-8.506651156102135181e-01
-1.042829328529364830e+00	4.787289846904950075e+00	-8.028919459839370942e-01
-9.396621387109396206e-01	4.309061522507220410e+00	-7.005513092830594202e-01
-1.057939371478743285e+00	4.890051176024161173e+00	-5.461701563566677686e-01
-8.548504966329097954e-01	3.971526122871052777e+00	-3.976555453893473868e-01
-9.380837038985687659e-01	4.456592686438396456e+00	-7.289294946696701638e-01
-1.038216497923375892e+00	4.649681258979107668e+00	-6.347837928719167744e-01
-9.804800645557723016e-01	4.562472400460675814e+00	-5.939094822512861471e-01
-1.092424802013940655e+00	5.010618028550878122e+00	-7.782383798363132765e-01
-9.751002136773166962e-01	4.403296205368985916e+00	-7.446947617517281071e-01
-1.089312855445348172e+00	5.081502594052299315e+00	-8.525150778580563582e-01
-8.424130774206419758e-01	3.893908636064839168e+00	-5.895614331677672126e-01
-9.063367243088822356e-01	4.203217564548550556e+00	-7.725640670719241543e-01
-8.939971327481011087e-01	3.929025599484017750e+00	-6.191808832328630219e-01
-9.494323283182390938e-01	4.262786181935101837e+00	-6.822642726119578782e-01
-1.099140019468513030e+00	4.955096075094896690e+00	-7.825263038249655745e-01
-9.411518400872902479e-01	4.453708916578362320e+00	-4.892676630959701956e-01
-1.021125167844150639e+00	4.548789766795433565e+00	-8.286121142957842967e-01
-1.113828106671688412e+00	5.254264276967849590e+00	-8.171281974951077887e-01
-9.483798865783393817e-01	4.292356549497436724e+00	-7.533569857612125720e-01
-9.294951132374670300e-01	4.220465618665219409e+00	-6.689889884469449877e-01
-1.029336876476231399e+00	4.727784219467800142e+00	-8.445940482000934280e-01
-9.343481331738858753e-01	4.207568151892354891e+00	-7.494360973670729509e-01
-9.488793054697515217e-01	4.517065626316727034e+00	-5.883625382753611133e-01
-1.026309383586756496e+00	4.650538875486644130e+00	-8.292237353866881433e-01
-9.033583494958750126e-01	4.093966365101868732e+00	-5.942436708379202903e-01
-8.871076835717313092e-01	4.065120808432561184e+00	-6.737797972510359834e-01
-1.014554785676452520e+00	4.685436664393083817e+00	-7.117363054120707799e-01
-8.875241026797792143e-01	4.034326597786918711e+00	-5.660041725056450534e-01
-9.417120313132899545e-01	4.412216946269614581e+00	-7.262051762484736939e-01
-9.121345256384644218e-01	4.179377335102820723e+00	-8.428193261192061803e-01
-1.027155231652548961e+00	4.666122136199915893e+00	-4.861267710138877929e-01
-1.044224165136181881e+00	4.780475615700097158e+00	-8.218632800227929636e-01
-9.060668505740535617e-01	4.038064403668609970e+00	-7.114917665093739574e-01
-1.113124792322414791e+00	5.045496539571034056e+00	-5.658248951537362403e-01
-8.285932134409195182e-01	3.847821739826286613e+00	-5.109686141636645695e-01
-1.109551703865053973e+00	4.990052195667765922e+00	-1.022855112140803602e+00
-9.698817490430887700e-01	4.495472984518983139e+00	-6.716163832036469161e-01
-1.012526782280740667e+00	4.625338759744181516e+00	-8.016198249690552613e-01
-1.013665593870419768e+00	4.587277293352443053e+00	-5.711459376628500451e-01
-1.134647394995247804e+00	5.188271437663255270e+00	-6.514494523697247352e-01
-1.007125726406372879e+00	4.533132987664956204e+00	-7.174348509900662085e-01
-1.114787059116446599e+00	5.146520320373350721e+00	-7.016824651030560966e-01
-9.514967356900028150e-01	4.466139203708214822e+00	-6.300987687764059153e-01
-1.147792099516651509e+00	5.302543680563400308e+00	-9.009359765416551369e-01
-9.063372516994413486e-01	4.078437329711498194e+00	-6.461351484680053492e-01
-9.367571563893276609e-01	4.180370584500750830e+00	-6.067544102306535736e-01
-9.159166537888427939e-01	4.224449525714241815e+00	-6.098560407629303182e-01
-1.056442856083541493e+00	4.886842118920965206e+00	-8.643649358147664774e-01
-1.036764735524924319e+00	4.676399436450843439e+00	-6.318461229902274656e-01
-9.689275337160494495e-01	4.574481120233756748e+00	-8.598632425690352354e-01
-9.078595817820788172e-01	4.085656505928638715e+00	-6.634190944020343927e-01
-9.675955285708598419e-01	4.477332259895358213e+00	-6.271440664157857947e-01
-9.359953930612934236e-01	4.310445152576891203e+00	-7.436315819870662480e-01
-8.887442090029153974e-01	4.134840435763145194e+00	-6.108753393354747763e-01
-1.000451410584456635e+00	4.647666262904827761e+00	-6.477809181801137406e-01
-9.891029280550520664e-01	4.496106708413572406e+00	-8.203083124641942225e-01
-8.669179672932729730e-01	3.935052195547904752e+00	-4.835595032226287504e-01
-9.614062315292672967e-01	4.400168724072822002e+00	-6.771270952444221614e-01
-8.869847210096662993e-01	4.121108035999483832e+00	-6.285023704528051036e-01
-9.430092270421989165e-01	4.396996782671799053e+00	-6.511303800553625010e-01
-1.019778503308262252e+00	4.756405254403178517e+00	-7.604164639535750947e-01
-1.072319137015042667e+00	5.015747796047740792e+00	-8.504281520493570667e-01
-1.072796862319398414e+00	4.771795632947459787e+00	-7.081273860756278626e-01
-1.046387842669355361e+00	4.991409286074682150e+00	-8.741095565367285047e-01
-9.753009483704434546e-01	4.516739023847839540e+00	-6.090769461019779341e-01
-9.464531550696262396e-01	4.332061408919695822e+00	-7.001059491532188872e-01
-1.144099497418262557e+00	5.235229444598103576e+00	-8.653190940536210629e-01
-1.031429774389706511e+00	4.660871980727377739e+00	-8.434496937489631696e-01
-1.079946572753807121e+00	4.879767395650013384e+00	-9.495464342780981504e-01
-8.771162917176713592e-01	3.967293318063769725e+00	-5.338843166219604530e-01
-8.484391859283928472e-01	3.743326356099295538e+00	-4.504031228929903374e-01
